country,pct_tot,predicted_shares
Hungary,0.09422212831593929,0.20854766216256687
Moldova,0.0936817785041522,0.2567130469270619
Poland,0.5864099107198453,0.3914897176384263
Romania,0.1545608019472183,0.36249100423186803
Slovakia,0.07112538051284491,0.35655603979820033
