ccode1,ccode2,state.destination.name,state.destination.abb,state.origin.name,state.origin.abb,dyad.id,immigrant.population,year
346,255,Germany,GMY,Bosnia and Herzegovina,BOS,346255,107502.0,1990
346,325,Italy,ITA,Bosnia and Herzegovina,BOS,346325,10193.0,1990
346,344,Croatia,CRO,Bosnia and Herzegovina,BOS,346344,317969.0,1990
346,349,Slovenia,SLV,Bosnia and Herzegovina,BOS,346349,70405.0,1990
349,255,Germany,GMY,Slovenia,SLV,349255,12414.0,1990
350,255,Germany,GMY,Greece,GRC,350255,258077.0,1990
355,255,Germany,GMY,Bulgaria,BUL,355255,4127.0,1990
360,2,United States of America,USA,Romania,ROM,3602,101256.0,1990
360,255,Germany,GMY,Romania,ROM,360255,1144848.0,1990
360,310,Hungary,HUN,Romania,ROM,360310,139690.0,1990
360,200,United Kingdom,UKG,Romania,ROM,360200,4031.0,1990
365,2,United States of America,USA,Russia,RUS,3652,19930.0,1990
365,290,Poland,POL,Russia,RUS,365290,115870.0,1990
365,316,Czech Republic,CZR,Russia,RUS,365316,74935.0,1990
365,373,Azerbaijan,AZE,Russia,RUS,365373,161999.0,1990
365,705,Kazakhstan,KZK,Russia,RUS,365705,2450213.0,1990
365,20,Canada,CAN,Russia,RUS,36520,45340.0,1990
365,210,Netherlands,NTH,Russia,RUS,365210,2622.0,1990
365,211,Belgium,BEL,Russia,RUS,365211,361.0,1990
365,220,France,FRN,Russia,RUS,365220,22391.0,1990
365,225,Switzerland,SWZ,Russia,RUS,365225,12064.0,1990
365,255,Germany,GMY,Russia,RUS,365255,936128.0,1990
365,305,Austria,AUS,Russia,RUS,365305,3275.0,1990
365,325,Italy,ITA,Russia,RUS,365325,5742.0,1990
365,368,Lithuania,LIT,Russia,RUS,365368,173938.0,1990
365,369,Ukraine,UKR,Russia,RUS,365369,5211922.0,1990
365,375,Finland,FIN,Russia,RUS,365375,2835.0,1990
365,380,Sweden,SWD,Russia,RUS,365380,1914.0,1990
365,385,Norway,NOR,Russia,RUS,365385,427.0,1990
365,390,Denmark,DEN,Russia,RUS,365390,572.0,1990
365,900,Australia,AUL,Russia,RUS,365900,8083.0,1990
365,200,United Kingdom,UKG,Russia,RUS,365200,19425.0,1990
365,230,Spain,SPN,Russia,RUS,365230,498.0,1990
367,255,Germany,GMY,Latvia,LAT,367255,54620.0,1990
368,255,Germany,GMY,Lithuania,LIT,368255,122059.0,1990
369,2,United States of America,USA,Ukraine,UKR,3692,146724.0,1990
369,365,Russia,RUS,Ukraine,UKR,369365,4595811.0,1990
369,370,Belarus,BLR,Ukraine,UKR,369370,268015.0,1990
369,210,Netherlands,NTH,Ukraine,UKR,369210,25.0,1990
369,211,Belgium,BEL,Ukraine,UKR,369211,173.0,1990
369,220,France,FRN,Ukraine,UKR,369220,12.0,1990
369,255,Germany,GMY,Ukraine,UKR,369255,44527.0,1990
369,316,Czech Republic,CZR,Ukraine,UKR,369316,40980.0,1990
369,325,Italy,ITA,Ukraine,UKR,369325,5298.0,1990
370,2,United States of America,USA,Belarus,BLR,3702,17767.0,1990
370,255,Germany,GMY,Belarus,BLR,370255,2679.0,1990
370,365,Russia,RUS,Belarus,BLR,370365,1408619.0,1990
373,2,United States of America,USA,Azerbaijan,AZE,3732,17434.0,1990
373,20,Canada,CAN,Azerbaijan,AZE,37320,970.0,1990
373,220,France,FRN,Azerbaijan,AZE,373220,7.0,1990
373,255,Germany,GMY,Azerbaijan,AZE,373255,1305.0,1990
373,369,Ukraine,UKR,Azerbaijan,AZE,373369,84629.0,1990
433,220,France,FRN,Senegal,SEN,433220,70016.0,1990
437,2,United States of America,USA,Ivory Coast,CDI,4372,1728.0,1990
437,210,Netherlands,NTH,Ivory Coast,CDI,437210,0.0,1990
437,220,France,FRN,Ivory Coast,CDI,437220,32769.0,1990
437,255,Germany,GMY,Ivory Coast,CDI,437255,351.0,1990
437,475,Nigeria,NIG,Ivory Coast,CDI,437475,1757.0,1990
450,255,Germany,GMY,Liberia,LBR,450255,252.0,1990
450,385,Norway,NOR,Liberia,LBR,450385,67.0,1990
452,2,United States of America,USA,Ghana,GHA,4522,23957.0,1990
471,325,Italy,ITA,Cameroon,CAO,471325,2345.0,1990
471,220,France,FRN,Cameroon,CAO,471220,26165.0,1990
475,560,South Africa,SAF,Nigeria,NIG,475560,685.0,1990
475,2,United States of America,USA,Nigeria,NIG,4752,69384.0,1990
475,20,Canada,CAN,Nigeria,NIG,47520,1909.0,1990
475,220,France,FRN,Nigeria,NIG,475220,1919.0,1990
475,255,Germany,GMY,Nigeria,NIG,475255,2911.0,1990
475,325,Italy,ITA,Nigeria,NIG,475325,11231.0,1990
475,200,United Kingdom,UKG,Nigeria,NIG,475200,51154.0,1990
483,2,United States of America,USA,Chad,CHA,4832,209.0,1990
484,2,United States of America,USA,Congo,CON,4842,0.0,1990
484,220,France,FRN,Congo,CON,484220,0.0,1990
490,211,Belgium,BEL,Democratic Republic of the Congo,DRC,490211,214.0,1990
490,551,Zambia,ZAM,Democratic Republic of the Congo,DRC,490551,18347.0,1990
490,560,South Africa,SAF,Democratic Republic of the Congo,DRC,490560,2940.0,1990
501,2,United States of America,USA,Kenya,KEN,5012,17873.0,1990
501,200,United Kingdom,UKG,Kenya,KEN,501200,121741.0,1990
530,2,United States of America,USA,Ethiopia,ETH,5302,34983.0,1990
540,2,United States of America,USA,Angola,ANG,5402,3194.0,1990
540,20,Canada,CAN,Angola,ANG,54020,917.0,1990
540,140,Brazil,BRA,Angola,ANG,540140,4835.0,1990
540,210,Netherlands,NTH,Angola,ANG,540210,0.0,1990
540,220,France,FRN,Angola,ANG,540220,245.0,1990
540,255,Germany,GMY,Angola,ANG,540255,720.0,1990
540,560,South Africa,SAF,Angola,ANG,540560,5868.0,1990
540,200,United Kingdom,UKG,Angola,ANG,540200,484.0,1990
552,560,South Africa,SAF,Zimbabwe,ZIM,552560,145958.0,1990
560,551,Zambia,ZAM,South Africa,SAF,560551,3060.0,1990
560,572,Swaziland,SWA,South Africa,SAF,560572,14758.0,1990
560,255,Germany,GMY,South Africa,SAF,560255,2409.0,1990
560,552,Zimbabwe,ZIM,South Africa,SAF,560552,47432.0,1990
600,325,Italy,ITA,Morocco,MOR,600325,160780.0,1990
600,255,Germany,GMY,Morocco,MOR,600255,50126.0,1990
615,230,Spain,SPN,Algeria,ALG,615230,6984.0,1990
615,255,Germany,GMY,Algeria,ALG,615255,6947.0,1990
615,2,United States of America,USA,Algeria,ALG,6152,5577.0,1990
615,20,Canada,CAN,Algeria,ALG,61520,3038.0,1990
615,220,France,FRN,Algeria,ALG,615220,1375771.0,1990
615,200,United Kingdom,UKG,Algeria,ALG,615200,5592.0,1990
616,255,Germany,GMY,Tunisia,TUN,616255,21343.0,1990
616,325,Italy,ITA,Tunisia,TUN,616325,67184.0,1990
620,2,United States of America,USA,Libya,LIB,6202,8210.0,1990
620,220,France,FRN,Libya,LIB,620220,8.0,1990
620,225,Switzerland,SWZ,Libya,LIB,620225,26.0,1990
620,255,Germany,GMY,Libya,LIB,620255,1001.0,1990
620,325,Italy,ITA,Libya,LIB,620325,5167.0,1990
620,200,United Kingdom,UKG,Libya,LIB,620200,6973.0,1990
630,652,Syria,SYR,Iran,IRN,630652,938.0,1990
630,640,Turkey,TUR,Iran,IRN,630640,10341.0,1990
630,210,Netherlands,NTH,Iran,IRN,630210,6280.0,1990
630,211,Belgium,BEL,Iran,IRN,630211,1840.0,1990
630,220,France,FRN,Iran,IRN,630220,18844.0,1990
630,225,Switzerland,SWZ,Iran,IRN,630225,1131.0,1990
630,255,Germany,GMY,Iran,IRN,630255,66008.0,1990
630,305,Austria,AUS,Iran,IRN,630305,8817.0,1990
630,325,Italy,ITA,Iran,IRN,630325,18084.0,1990
630,350,Greece,GRC,Iran,IRN,630350,2117.0,1990
630,380,Sweden,SWD,Iran,IRN,630380,37842.0,1990
630,770,Pakistan,PAK,Iran,IRN,630770,285.0,1990
630,200,United Kingdom,UKG,Iran,IRN,630200,33236.0,1990
630,750,India,IND,Iran,IRN,630750,2964.0,1990
640,210,Netherlands,NTH,Turkey,TUR,640210,148878.0,1990
640,220,France,FRN,Turkey,TUR,640220,173732.0,1990
640,225,Switzerland,SWZ,Turkey,TUR,640225,91010.0,1990
640,350,Greece,GRC,Turkey,TUR,640350,27746.0,1990
640,2,United States of America,USA,Turkey,TUR,6402,68124.0,1990
640,20,Canada,CAN,Turkey,TUR,64020,11939.0,1990
640,211,Belgium,BEL,Turkey,TUR,640211,87317.0,1990
640,255,Germany,GMY,Turkey,TUR,640255,1460465.0,1990
640,305,Austria,AUS,Turkey,TUR,640305,183825.0,1990
640,325,Italy,ITA,Turkey,TUR,640325,7174.0,1990
640,380,Sweden,SWD,Turkey,TUR,640380,29524.0,1990
640,900,Australia,AUL,Turkey,TUR,640900,27015.0,1990
640,200,United Kingdom,UKG,Turkey,TUR,640200,32126.0,1990
640,645,Iraq,IRQ,Turkey,TUR,640645,3473.0,1990
645,800,Thailand,THI,Iraq,IRQ,645800,17.0,1990
645,2,United States of America,USA,Iraq,IRQ,6452,47753.0,1990
645,20,Canada,CAN,Iraq,IRQ,64520,5298.0,1990
645,210,Netherlands,NTH,Iraq,IRQ,645210,1488.0,1990
645,220,France,FRN,Iraq,IRQ,645220,2913.0,1990
645,255,Germany,GMY,Iraq,IRQ,645255,4514.0,1990
645,305,Austria,AUS,Iraq,IRQ,645305,700.0,1990
645,325,Italy,ITA,Iraq,IRQ,645325,4855.0,1990
645,640,Turkey,TUR,Iraq,IRQ,645640,26984.0,1990
645,652,Syria,SYR,Iraq,IRQ,645652,3930.0,1990
645,663,Jordan,JOR,Iraq,IRQ,645663,16876.0,1990
645,750,India,IND,Iraq,IRQ,645750,1155.0,1990
651,220,France,FRN,Egypt,EGY,651220,20919.0,1990
651,200,United Kingdom,UKG,Egypt,EGY,651200,25289.0,1990
651,2,United States of America,USA,Egypt,EGY,6512,79861.0,1990
651,325,Italy,ITA,Egypt,EGY,651325,37994.0,1990
651,255,Germany,GMY,Egypt,EGY,651255,7609.0,1990
652,220,France,FRN,Syria,SYR,652220,12930.0,1990
652,2,United States of America,USA,Syria,SYR,6522,40501.0,1990
652,255,Germany,GMY,Syria,SYR,652255,8318.0,1990
652,325,Italy,ITA,Syria,SYR,652325,3433.0,1990
652,365,Russia,RUS,Syria,SYR,652365,0.0,1990
652,369,Ukraine,UKR,Syria,SYR,652369,0.0,1990
652,640,Turkey,TUR,Syria,SYR,652640,5177.0,1990
652,645,Iraq,IRQ,Syria,SYR,652645,5214.0,1990
652,651,Egypt,EGY,Syria,SYR,652651,8078.0,1990
652,732,South Korea,ROK,Syria,SYR,652732,3.0,1990
660,255,Germany,GMY,Lebanon,LEB,660255,18913.0,1990
660,2,United States of America,USA,Lebanon,LEB,6602,99437.0,1990
663,255,Germany,GMY,Jordan,JOR,663255,9480.0,1990
663,2,United States of America,USA,Jordan,JOR,6632,34011.0,1990
666,20,Canada,CAN,Israel,ISR,66620,14493.0,1990
666,255,Germany,GMY,Israel,ISR,666255,7102.0,1990
670,255,Germany,GMY,Saudi Arabia,SAU,670255,826.0,1990
679,2,United States of America,USA,Yemen,YEM,6792,6218.0,1990
690,255,Germany,GMY,Kuwait,KUW,690255,196.0,1990
690,200,United Kingdom,UKG,Kuwait,KUW,690200,160.0,1990
696,255,Germany,GMY,United Arab Emirates,UAE,696255,104.0,1990
700,2,United States of America,USA,Afghanistan,AFG,7002,30146.0,1990
700,365,Russia,RUS,Afghanistan,AFG,700365,0.0,1990
700,770,Pakistan,PAK,Afghanistan,AFG,700770,18015.0,1990
701,365,Russia,RUS,Turkmenistan,TKM,701365,140551.0,1990
702,55,Grenada,GRN,Tajikistan,TAJ,70255,2400.0,1990
704,2,United States of America,USA,Uzbekistan,UZB,7042,1523.0,1990
705,255,Germany,GMY,Kazakhstan,KZK,705255,18930.0,1990
705,365,Russia,RUS,Kazakhstan,KZK,705365,1825035.0,1990
705,2,United States of America,USA,Kazakhstan,KZK,7052,50.0,1990
710,560,South Africa,SAF,China,CHN,710560,1177.0,1990
710,220,France,FRN,China,CHN,710220,18903.0,1990
710,20,Canada,CAN,China,CHN,71020,137439.0,1990
710,210,Netherlands,NTH,China,CHN,710210,11785.0,1990
710,211,Belgium,BEL,China,CHN,710211,2429.0,1990
710,225,Switzerland,SWZ,China,CHN,710225,1505.0,1990
710,255,Germany,GMY,China,CHN,710255,8527.0,1990
710,385,Norway,NOR,China,CHN,710385,1889.0,1990
710,900,Australia,AUL,China,CHN,710900,75698.0,1990
710,2,United States of America,USA,China,CHN,7102,574049.0,1990
710,750,India,IND,China,CHN,710750,17647.0,1990
710,200,United Kingdom,UKG,China,CHN,710200,24817.0,1990
732,255,Germany,GMY,South Korea,ROK,732255,14690.0,1990
740,255,Germany,GMY,Japan,JPN,740255,16778.0,1990
750,2,United States of America,USA,India,IND,7502,494290.0,1990
750,20,Canada,CAN,India,IND,75020,149951.0,1990
750,255,Germany,GMY,India,IND,750255,21616.0,1990
750,200,United Kingdom,UKG,India,IND,750200,429885.0,1990
770,820,Malaysia,MAL,Pakistan,PAK,770820,5077.0,1990
770,800,Thailand,THI,Pakistan,PAK,770800,1419.0,1990
770,220,France,FRN,Pakistan,PAK,770220,10825.0,1990
770,2,United States of America,USA,Pakistan,PAK,7702,92839.0,1990
770,255,Germany,GMY,Pakistan,PAK,770255,15717.0,1990
770,325,Italy,ITA,Pakistan,PAK,770325,6447.0,1990
770,700,Afghanistan,AFG,Pakistan,PAK,770700,13748.0,1990
770,850,Indonesia,INS,Pakistan,PAK,770850,752.0,1990
770,200,United Kingdom,UKG,Pakistan,PAK,770200,243379.0,1990
771,220,France,FRN,Bangladesh,BNG,771220,401.0,1990
771,2,United States of America,USA,Bangladesh,BNG,7712,23029.0,1990
771,20,Canada,CAN,Bangladesh,BNG,77120,2277.0,1990
771,255,Germany,GMY,Bangladesh,BNG,771255,4103.0,1990
771,200,United Kingdom,UKG,Bangladesh,BNG,771200,107183.0,1990
771,750,India,IND,Bangladesh,BNG,771750,4250287.0,1990
775,740,Japan,JPN,Myanmar,MYA,775740,1050.0,1990
775,800,Thailand,THI,Myanmar,MYA,775800,52701.0,1990
775,750,India,IND,Myanmar,MYA,775750,83260.0,1990
780,750,India,IND,Sri Lanka,SRI,780750,273679.0,1990
780,2,United States of America,USA,Sri Lanka,SRI,7802,14865.0,1990
780,200,United Kingdom,UKG,Sri Lanka,SRI,780200,40818.0,1990
800,900,Australia,AUL,Thailand,THI,800900,13329.0,1990
800,255,Germany,GMY,Thailand,THI,800255,9026.0,1990
811,2,United States of America,USA,Cambodia,CAM,8112,127916.0,1990
811,816,Vietnam,DRV,Cambodia,CAM,811816,6.0,1990
812,710,China,CHN,Laos,LAO,812710,52.0,1990
812,800,Thailand,THI,Laos,LAO,812800,16940.0,1990
816,220,France,FRN,Vietnam,DRV,816220,113740.0,1990
816,740,Japan,JPN,Vietnam,DRV,816740,6291.0,1990
816,800,Thailand,THI,Vietnam,DRV,816800,4857.0,1990
816,840,Philippines,PHI,Vietnam,DRV,816840,1709.0,1990
816,850,Indonesia,INS,Vietnam,DRV,816850,6995.0,1990
816,200,United Kingdom,UKG,Vietnam,DRV,816200,20635.0,1990
816,2,United States of America,USA,Vietnam,DRV,8162,583889.0,1990
816,210,Netherlands,NTH,Vietnam,DRV,816210,7617.0,1990
816,255,Germany,GMY,Vietnam,DRV,816255,27393.0,1990
816,710,China,CHN,Vietnam,DRV,816710,354.0,1990
820,255,Germany,GMY,Malaysia,MAL,820255,1724.0,1990
840,2,United States of America,USA,Philippines,PHI,8402,1059379.0,1990
840,255,Germany,GMY,Philippines,PHI,840255,15153.0,1990
850,820,Malaysia,MAL,Indonesia,INS,850820,407154.0,1990
850,20,Canada,CAN,Indonesia,INS,85020,7350.0,1990
850,2,United States of America,USA,Indonesia,INS,8502,52665.0,1990
850,255,Germany,GMY,Indonesia,INS,850255,6945.0,1990
850,900,Australia,AUL,Indonesia,INS,850900,31705.0,1990
2,20,Canada,CAN,United States of America,USA,220,,1990
2,255,Germany,GMY,United States of America,USA,2255,,1990
20,255,Germany,GMY,Canada,CAN,20255,,1990
135,2,United States of America,USA,Peru,PER,1352,,1990
210,255,Germany,GMY,Netherlands,NTH,210255,,1990
220,255,Germany,GMY,France,FRN,220255,,1990
255,20,Canada,CAN,Germany,GMY,25520,,1990
344,255,Germany,GMY,Croatia,CRO,344255,,1990
365,2,United States of America,USA,Russia,RUS,3652,,1990
365,290,Poland,POL,Russia,RUS,365290,,1990
365,316,Czech Republic,CZR,Russia,RUS,365316,,1990
365,373,Azerbaijan,AZE,Russia,RUS,365373,,1990
365,705,Kazakhstan,KZK,Russia,RUS,365705,,1990
369,2,United States of America,USA,Ukraine,UKR,3692,,1990
369,365,Russia,RUS,Ukraine,UKR,369365,,1990
369,370,Belarus,BLR,Ukraine,UKR,369370,,1990
560,551,Zambia,ZAM,South Africa,SAF,560551,,1990
560,572,Swaziland,SWA,South Africa,SAF,560572,,1990
630,652,Syria,SYR,Iran,IRN,630652,,1990
666,20,Canada,CAN,Israel,ISR,66620,,1990
666,255,Germany,GMY,Israel,ISR,666255,,1990
710,560,South Africa,SAF,China,CHN,710560,,1990
770,820,Malaysia,MAL,Pakistan,PAK,770820,,1990
850,820,Malaysia,MAL,Indonesia,INS,850820,,1990
471,325,Italy,ITA,Cameroon,CAO,471325,,1990
310,255,Germany,GMY,Hungary,HUN,310255,,1990
475,560,South Africa,SAF,Nigeria,NIG,475560,,1990
339,325,Italy,ITA,Albania,ALB,339325,,1990
316,255,Germany,GMY,Czech Republic,CZR,316255,,1990
317,255,Germany,GMY,Slovakia,SLO,317255,,1990
31,2,United States of America,USA,Bahamas,BHM,312,,1990
41,2,United States of America,USA,Haiti,HAI,412,,1990
41,42,Dominican Republic,DOM,Haiti,HAI,4142,,1990
70,2,United States of America,USA,Mexico,MEX,702,,1990
70,255,Germany,GMY,Mexico,MEX,70255,,1990
90,70,Mexico,MEX,Guatemala,GUA,9070,,1990
91,2,United States of America,USA,Honduras,HON,912,,1990
92,90,Guatemala,GUA,El Salvador,SAL,9290,,1990
93,2,United States of America,USA,Nicaragua,NIC,932,,1990
95,2,United States of America,USA,Panama,PAN,952,,1990
100,20,Canada,CAN,Colombia,COL,10020,,1990
100,101,Venezuela,VEN,Colombia,COL,100101,,1990
100,130,Ecuador,ECU,Colombia,COL,100130,,1990
100,135,Peru,PER,Colombia,COL,100135,,1990
100,140,Brazil,BRA,Colombia,COL,100140,,1990
100,155,Chile,CHL,Colombia,COL,100155,,1990
100,160,Argentina,ARG,Colombia,COL,100160,,1990
100,210,Netherlands,NTH,Colombia,COL,100210,,1990
100,255,Germany,GMY,Colombia,COL,100255,,1990
100,325,Italy,ITA,Colombia,COL,100325,,1990
101,20,Canada,CAN,Venezuela,VEN,10120,,1990
101,70,Mexico,MEX,Venezuela,VEN,10170,,1990
101,255,Germany,GMY,Venezuela,VEN,101255,,1990
130,2,United States of America,USA,Ecuador,ECU,1302,,1990
135,20,Canada,CAN,Peru,PER,13520,,1990
135,160,Argentina,ARG,Peru,PER,135160,,1990
135,255,Germany,GMY,Peru,PER,135255,,1990
140,2,United States of America,USA,Brazil,BRA,1402,,1990
140,255,Germany,GMY,Brazil,BRA,140255,,1990
155,20,Canada,CAN,Chile,CHL,15520,,1990
155,101,Venezuela,VEN,Chile,CHL,155101,,1990
155,160,Argentina,ARG,Chile,CHL,155160,,1990
155,211,Belgium,BEL,Chile,CHL,155211,,1990
155,255,Germany,GMY,Chile,CHL,155255,,1990
160,20,Canada,CAN,Argentina,ARG,16020,,1990
160,255,Germany,GMY,Argentina,ARG,160255,,1990
230,255,Germany,GMY,Spain,SPN,230255,,1990
290,20,Canada,CAN,Poland,POL,29020,,1990
290,211,Belgium,BEL,Poland,POL,290211,,1990
290,255,Germany,GMY,Poland,POL,290255,,1990
501,2,United States of America,USA,Kenya,KEN,5012,,1990
343,255,Germany,GMY,Macedonia,MAC,343255,,1990
344,325,Italy,ITA,Croatia,CRO,344325,,1990
346,255,Germany,GMY,Bosnia and Herzegovina,BOS,346255,,1990
346,325,Italy,ITA,Bosnia and Herzegovina,BOS,346325,,1990
346,344,Croatia,CRO,Bosnia and Herzegovina,BOS,346344,,1990
346,349,Slovenia,SLV,Bosnia and Herzegovina,BOS,346349,,1990
349,255,Germany,GMY,Slovenia,SLV,349255,,1990
350,255,Germany,GMY,Greece,GRC,350255,,1990
355,255,Germany,GMY,Bulgaria,BUL,355255,,1990
360,2,United States of America,USA,Romania,ROM,3602,,1990
360,255,Germany,GMY,Romania,ROM,360255,,1990
360,310,Hungary,HUN,Romania,ROM,360310,,1990
552,560,South Africa,SAF,Zimbabwe,ZIM,552560,,1990
365,20,Canada,CAN,Russia,RUS,36520,,1990
365,210,Netherlands,NTH,Russia,RUS,365210,,1990
365,211,Belgium,BEL,Russia,RUS,365211,,1990
365,220,France,FRN,Russia,RUS,365220,,1990
365,225,Switzerland,SWZ,Russia,RUS,365225,,1990
365,255,Germany,GMY,Russia,RUS,365255,,1990
365,305,Austria,AUS,Russia,RUS,365305,,1990
365,325,Italy,ITA,Russia,RUS,365325,,1990
365,368,Lithuania,LIT,Russia,RUS,365368,,1990
365,369,Ukraine,UKR,Russia,RUS,365369,,1990
365,375,Finland,FIN,Russia,RUS,365375,,1990
365,380,Sweden,SWD,Russia,RUS,365380,,1990
365,385,Norway,NOR,Russia,RUS,365385,,1990
365,390,Denmark,DEN,Russia,RUS,365390,,1990
365,900,Australia,AUL,Russia,RUS,365900,,1990
367,255,Germany,GMY,Latvia,LAT,367255,,1990
368,255,Germany,GMY,Lithuania,LIT,368255,,1990
369,210,Netherlands,NTH,Ukraine,UKR,369210,,1990
369,211,Belgium,BEL,Ukraine,UKR,369211,,1990
369,220,France,FRN,Ukraine,UKR,369220,,1990
369,255,Germany,GMY,Ukraine,UKR,369255,,1990
369,316,Czech Republic,CZR,Ukraine,UKR,369316,,1990
369,325,Italy,ITA,Ukraine,UKR,369325,,1990
370,2,United States of America,USA,Belarus,BLR,3702,,1990
370,255,Germany,GMY,Belarus,BLR,370255,,1990
370,365,Russia,RUS,Belarus,BLR,370365,,1990
373,2,United States of America,USA,Azerbaijan,AZE,3732,,1990
373,20,Canada,CAN,Azerbaijan,AZE,37320,,1990
373,220,France,FRN,Azerbaijan,AZE,373220,,1990
373,255,Germany,GMY,Azerbaijan,AZE,373255,,1990
373,369,Ukraine,UKR,Azerbaijan,AZE,373369,,1990
600,325,Italy,ITA,Morocco,MOR,600325,,1990
615,230,Spain,SPN,Algeria,ALG,615230,,1990
615,255,Germany,GMY,Algeria,ALG,615255,,1990
630,640,Turkey,TUR,Iran,IRN,630640,,1990
640,210,Netherlands,NTH,Turkey,TUR,640210,,1990
640,220,France,FRN,Turkey,TUR,640220,,1990
640,225,Switzerland,SWZ,Turkey,TUR,640225,,1990
640,350,Greece,GRC,Turkey,TUR,640350,,1990
645,800,Thailand,THI,Iraq,IRQ,645800,,1990
433,220,France,FRN,Senegal,SEN,433220,,1990
652,220,France,FRN,Syria,SYR,652220,,1990
437,2,United States of America,USA,Ivory Coast,CDI,4372,,1990
437,210,Netherlands,NTH,Ivory Coast,CDI,437210,,1990
437,220,France,FRN,Ivory Coast,CDI,437220,,1990
437,255,Germany,GMY,Ivory Coast,CDI,437255,,1990
437,475,Nigeria,NIG,Ivory Coast,CDI,437475,,1990
450,255,Germany,GMY,Liberia,LBR,450255,,1990
450,385,Norway,NOR,Liberia,LBR,450385,,1990
471,220,France,FRN,Cameroon,CAO,471220,,1990
700,2,United States of America,USA,Afghanistan,AFG,7002,,1990
475,2,United States of America,USA,Nigeria,NIG,4752,,1990
475,20,Canada,CAN,Nigeria,NIG,47520,,1990
475,220,France,FRN,Nigeria,NIG,475220,,1990
475,255,Germany,GMY,Nigeria,NIG,475255,,1990
475,325,Italy,ITA,Nigeria,NIG,475325,,1990
701,365,Russia,RUS,Turkmenistan,TKM,701365,,1990
490,211,Belgium,BEL,Democratic Republic of the Congo,DRC,490211,,1990
710,220,France,FRN,China,CHN,710220,,1990
490,551,Zambia,ZAM,Democratic Republic of the Congo,DRC,490551,,1990
490,560,South Africa,SAF,Democratic Republic of the Congo,DRC,490560,,1990
775,740,Japan,JPN,Myanmar,MYA,775740,,1990
840,2,United States of America,USA,Philippines,PHI,8402,,1990
800,900,Australia,AUL,Thailand,THI,800900,,1990
811,2,United States of America,USA,Cambodia,CAM,8112,,1990
812,710,China,CHN,Laos,LAO,812710,,1990
812,800,Thailand,THI,Laos,LAO,812800,,1990
540,2,United States of America,USA,Angola,ANG,5402,,1990
540,20,Canada,CAN,Angola,ANG,54020,,1990
540,140,Brazil,BRA,Angola,ANG,540140,,1990
540,210,Netherlands,NTH,Angola,ANG,540210,,1990
540,220,France,FRN,Angola,ANG,540220,,1990
540,255,Germany,GMY,Angola,ANG,540255,,1990
540,560,South Africa,SAF,Angola,ANG,540560,,1990
800,255,Germany,GMY,Thailand,THI,800255,,1990
560,255,Germany,GMY,South Africa,SAF,560255,,1990
560,552,Zimbabwe,ZIM,South Africa,SAF,560552,,1990
600,255,Germany,GMY,Morocco,MOR,600255,,1990
615,2,United States of America,USA,Algeria,ALG,6152,,1990
615,20,Canada,CAN,Algeria,ALG,61520,,1990
615,220,France,FRN,Algeria,ALG,615220,,1990
616,255,Germany,GMY,Tunisia,TUN,616255,,1990
616,325,Italy,ITA,Tunisia,TUN,616325,,1990
620,2,United States of America,USA,Libya,LIB,6202,,1990
620,220,France,FRN,Libya,LIB,620220,,1990
620,225,Switzerland,SWZ,Libya,LIB,620225,,1990
620,255,Germany,GMY,Libya,LIB,620255,,1990
620,325,Italy,ITA,Libya,LIB,620325,,1990
630,210,Netherlands,NTH,Iran,IRN,630210,,1990
630,211,Belgium,BEL,Iran,IRN,630211,,1990
630,220,France,FRN,Iran,IRN,630220,,1990
630,225,Switzerland,SWZ,Iran,IRN,630225,,1990
630,255,Germany,GMY,Iran,IRN,630255,,1990
630,305,Austria,AUS,Iran,IRN,630305,,1990
630,325,Italy,ITA,Iran,IRN,630325,,1990
630,350,Greece,GRC,Iran,IRN,630350,,1990
630,380,Sweden,SWD,Iran,IRN,630380,,1990
630,770,Pakistan,PAK,Iran,IRN,630770,,1990
640,2,United States of America,USA,Turkey,TUR,6402,,1990
640,20,Canada,CAN,Turkey,TUR,64020,,1990
640,211,Belgium,BEL,Turkey,TUR,640211,,1990
640,255,Germany,GMY,Turkey,TUR,640255,,1990
640,305,Austria,AUS,Turkey,TUR,640305,,1990
640,325,Italy,ITA,Turkey,TUR,640325,,1990
640,380,Sweden,SWD,Turkey,TUR,640380,,1990
640,900,Australia,AUL,Turkey,TUR,640900,,1990
645,2,United States of America,USA,Iraq,IRQ,6452,,1990
645,20,Canada,CAN,Iraq,IRQ,64520,,1990
645,210,Netherlands,NTH,Iraq,IRQ,645210,,1990
645,220,France,FRN,Iraq,IRQ,645220,,1990
645,255,Germany,GMY,Iraq,IRQ,645255,,1990
645,305,Austria,AUS,Iraq,IRQ,645305,,1990
645,325,Italy,ITA,Iraq,IRQ,645325,,1990
645,640,Turkey,TUR,Iraq,IRQ,645640,,1990
645,652,Syria,SYR,Iraq,IRQ,645652,,1990
645,663,Jordan,JOR,Iraq,IRQ,645663,,1990
652,2,United States of America,USA,Syria,SYR,6522,,1990
652,255,Germany,GMY,Syria,SYR,652255,,1990
652,325,Italy,ITA,Syria,SYR,652325,,1990
652,365,Russia,RUS,Syria,SYR,652365,,1990
652,369,Ukraine,UKR,Syria,SYR,652369,,1990
652,640,Turkey,TUR,Syria,SYR,652640,,1990
652,645,Iraq,IRQ,Syria,SYR,652645,,1990
